,time_playing,Period,RTNG,GMS,Name,FideID,rtng_diff,ratio
11,133,2021-11-01,2699,0,artemiev,24101605,-10.0,0.0
12,134,2021-10-01,2699,0,artemiev,24101605,0.0,0.0
13,135,2021-09-01,2699,6,artemiev,24101605,0.0,0.002223045572434235
6,136,2022-04-01,2700,0,artemiev,24101605,1.0,0.0
2,137,2022-08-01,2706,18,artemiev,24101605,6.0,0.0066518847006651885
8,138,2022-02-01,2700,0,artemiev,24101605,-6.0,0.0
9,139,2022-01-01,2700,0,artemiev,24101605,0.0,0.0
3,140,2022-07-01,2697,0,artemiev,24101605,-3.0,0.0
4,141,2022-06-01,2697,7,artemiev,24101605,0.0,0.0025954764553207266
7,142,2022-03-01,2700,0,artemiev,24101605,3.0,0.0
5,143,2022-05-01,2700,0,artemiev,24101605,0.0,0.0
0,144,2022-10-01,2701,11,artemiev,24101605,1.0,0.004072565716401333
1,145,2022-09-01,2706,0,artemiev,24101605,5.0,0.0
127,1,2011-11-01,1721,12,keymer,12940690,0.0,0.006972690296339338
122,2,2012-08-01,1721,0,keymer,12940690,0.0,0.0
118,3,2012-12-01,1793,7,keymer,12940690,72.0,0.0039040713887339654
126,4,2012-01-01,1721,0,keymer,12940690,-72.0,0.0
123,5,2012-07-01,1721,0,keymer,12940690,0.0,0.0
125,6,2012-03-01,1721,0,keymer,12940690,0.0,0.0
124,7,2012-05-01,1721,0,keymer,12940690,0.0,0.0
119,8,2012-11-01,1720,1,keymer,12940690,-1.0,0.0005813953488372093
120,9,2012-10-01,1721,0,keymer,12940690,1.0,0.0
121,10,2012-09-01,1721,0,keymer,12940690,0.0,0.0
114,11,2013-04-01,1789,0,keymer,12940690,68.0,0.0
110,12,2013-08-01,1911,10,keymer,12940690,122.0,0.0052328623757195184
106,13,2013-12-01,1955,0,keymer,12940690,44.0,0.0
116,14,2013-02-01,1793,0,keymer,12940690,-162.0,0.0
117,15,2013-01-01,1793,0,keymer,12940690,0.0,0.0
111,16,2013-07-01,1861,0,keymer,12940690,68.0,0.0
112,17,2013-06-01,1861,0,keymer,12940690,0.0,0.0
115,18,2013-03-01,1789,1,keymer,12940690,-72.0,0.0005589714924538849
113,19,2013-05-01,1861,7,keymer,12940690,72.0,0.0037614185921547557
107,20,2013-11-01,1955,17,keymer,12940690,94.0,0.008695652173913044
108,21,2013-10-01,1933,0,keymer,12940690,-22.0,0.0
109,22,2013-09-01,1933,6,keymer,12940690,0.0,0.0031039834454216243
102,23,2014-04-01,2014,10,keymer,12940690,81.0,0.004965243296921549
98,24,2014-08-01,2036,0,keymer,12940690,22.0,0.0
94,25,2014-12-01,2116,0,keymer,12940690,80.0,0.0
104,26,2014-02-01,1970,9,keymer,12940690,-146.0,0.004568527918781726
105,27,2014-01-01,1955,0,keymer,12940690,-15.0,0.0
99,28,2014-07-01,2036,0,keymer,12940690,81.0,0.0
100,29,2014-06-01,2036,9,keymer,12940690,0.0,0.0044204322200392925
103,30,2014-03-01,1970,0,keymer,12940690,-66.0,0.0
101,31,2014-05-01,2014,0,keymer,12940690,44.0,0.0
95,32,2014-11-01,2116,0,keymer,12940690,102.0,0.0
96,33,2014-10-01,2116,18,keymer,12940690,0.0,0.008506616257088847
97,34,2014-09-01,2092,6,keymer,12940690,-24.0,0.0028680688336520078
90,35,2015-04-01,2365,0,keymer,12940690,273.0,0.0
86,36,2015-08-01,2352,7,keymer,12940690,-13.0,0.002976190476190476
82,37,2015-12-01,2324,12,keymer,12940690,-28.0,0.0051635111876075735
92,38,2015-02-01,2214,7,keymer,12940690,-110.0,0.0031616982836495033
93,39,2015-01-01,2176,9,keymer,12940690,-38.0,0.004136029411764706
87,40,2015-07-01,2352,9,keymer,12940690,176.0,0.003826530612244898
88,41,2015-06-01,2338,0,keymer,12940690,-14.0,0.0
91,42,2015-03-01,2365,9,keymer,12940690,27.0,0.0038054968287526427
89,43,2015-05-01,2338,9,keymer,12940690,-27.0,0.003849443969204448
83,44,2015-11-01,2342,8,keymer,12940690,4.0,0.0034158838599487617
84,45,2015-10-01,2347,1,keymer,12940690,5.0,0.00042607584149978694
85,46,2015-09-01,2356,12,keymer,12940690,9.0,0.0050933786078098476
78,47,2016-04-01,2352,9,keymer,12940690,-4.0,0.003826530612244898
74,48,2016-08-01,2348,7,keymer,12940690,-4.0,0.002981260647359455
70,49,2016-12-01,2415,8,keymer,12940690,67.0,0.0033126293995859213
80,50,2016-02-01,2368,9,keymer,12940690,-47.0,0.003800675675675676
81,51,2016-01-01,2353,10,keymer,12940690,-15.0,0.004249893752656183
75,52,2016-07-01,2341,0,keymer,12940690,-12.0,0.0
76,53,2016-06-01,2341,7,keymer,12940690,0.0,0.00299017513882956
79,54,2016-03-01,2350,6,keymer,12940690,9.0,0.002553191489361702
77,55,2016-05-01,2294,9,keymer,12940690,-56.0,0.003923278116826504
71,56,2016-11-01,2419,19,keymer,12940690,125.0,0.007854485324514262
72,57,2016-10-01,2402,0,keymer,12940690,-17.0,0.0
73,58,2016-09-01,2402,9,keymer,12940690,0.0,0.003746877601998335
66,59,2017-04-01,2400,1,keymer,12940690,-2.0,0.0004166666666666667
62,60,2017-08-01,2432,9,keymer,12940690,32.0,0.003700657894736842
58,61,2017-12-01,2405,11,keymer,12940690,-27.0,0.004573804573804574
68,62,2017-02-01,2420,9,keymer,12940690,15.0,0.00371900826446281
69,63,2017-01-01,2428,11,keymer,12940690,8.0,0.004530477759472817
63,64,2017-07-01,2411,0,keymer,12940690,-17.0,0.0
64,65,2017-06-01,2411,1,keymer,12940690,0.0,0.00041476565740356696
67,66,2017-03-01,2401,10,keymer,12940690,-10.0,0.004164931278633903
65,67,2017-05-01,2409,10,keymer,12940690,8.0,0.004151100041511001
59,68,2017-11-01,2405,2,keymer,12940690,-4.0,0.0008316008316008316
60,69,2017-10-01,2413,9,keymer,12940690,8.0,0.0037297969332780773
61,70,2017-09-01,2419,12,keymer,12940690,6.0,0.004960727573377429
54,71,2018-04-01,2403,0,keymer,12940690,-16.0,0.0
50,72,2018-08-01,2493,17,keymer,12940690,90.0,0.00681909346169274
46,73,2018-12-01,2508,4,keymer,12940690,15.0,0.001594896331738437
56,74,2018-02-01,2418,9,keymer,12940690,-90.0,0.0037220843672456576
57,75,2018-01-01,2408,2,keymer,12940690,-10.0,0.0008305647840531562
51,76,2018-07-01,2466,0,keymer,12940690,58.0,0.0
52,77,2018-06-01,2466,10,keymer,12940690,0.0,0.0040551500405515
55,78,2018-03-01,2403,12,keymer,12940690,-63.0,0.004993757802746567
53,79,2018-05-01,2443,11,keymer,12940690,40.0,0.0045026606631191155
47,80,2018-11-01,2502,9,keymer,12940690,59.0,0.0035971223021582736
48,81,2018-10-01,2491,10,keymer,12940690,-11.0,0.004014452027298274
49,82,2018-09-01,2493,0,keymer,12940690,2.0,0.0
42,83,2019-04-01,2516,14,keymer,12940690,23.0,0.005564387917329093
38,84,2019-08-01,2513,0,keymer,12940690,-3.0,0.0
34,85,2019-12-01,2520,2,keymer,12940690,7.0,0.0007936507936507937
44,86,2019-02-01,2505,13,keymer,12940690,-15.0,0.005189620758483034
45,87,2019-01-01,2500,10,keymer,12940690,-5.0,0.004
39,88,2019-07-01,2513,7,keymer,12940690,13.0,0.002785515320334262
40,89,2019-06-01,2522,9,keymer,12940690,9.0,0.0035685963521015066
43,90,2019-03-01,2509,1,keymer,12940690,-13.0,0.00039856516540454366
41,91,2019-05-01,2521,2,keymer,12940690,12.0,0.0007933359777865926
35,92,2019-11-01,2518,11,keymer,12940690,-3.0,0.004368546465448769
36,93,2019-10-01,2506,0,keymer,12940690,-12.0,0.0
37,94,2019-09-01,2506,18,keymer,12940690,0.0,0.007182761372705506
30,95,2020-04-01,2558,0,keymer,12940690,52.0,0.0
26,96,2020-08-01,2568,7,keymer,12940690,10.0,0.0027258566978193145
22,97,2020-12-01,2591,1,keymer,12940690,23.0,0.00038595137012736397
32,98,2020-02-01,2557,22,keymer,12940690,-34.0,0.008603832616347283
33,99,2020-01-01,2527,2,keymer,12940690,-30.0,0.0007914523149980214
27,100,2020-07-01,2558,0,keymer,12940690,31.0,0.0
28,101,2020-06-01,2558,0,keymer,12940690,0.0,0.0
31,102,2020-03-01,2558,3,keymer,12940690,0.0,0.0011727912431587178
29,103,2020-05-01,2558,0,keymer,12940690,0.0,0.0
23,104,2020-11-01,2588,0,keymer,12940690,30.0,0.0
24,105,2020-10-01,2588,7,keymer,12940690,0.0,0.002704791344667697
25,106,2020-09-01,2568,0,keymer,12940690,-20.0,0.0
18,107,2021-04-01,2591,0,keymer,12940690,23.0,0.0
14,108,2021-08-01,2602,11,keymer,12940690,11.0,0.004227517294388932
10,109,2021-12-01,2664,19,keymer,12940690,62.0,0.007132132132132132
20,110,2021-02-01,2591,0,keymer,12940690,-73.0,0.0
21,111,2021-01-01,2591,0,keymer,12940690,0.0,0.0
15,112,2021-07-01,2591,0,keymer,12940690,0.0,0.0
16,113,2021-06-01,2591,0,keymer,12940690,0.0,0.0
19,114,2021-03-01,2591,0,keymer,12940690,0.0,0.0
17,115,2021-05-01,2591,0,keymer,12940690,0.0,0.0
11,116,2021-11-01,2639,7,keymer,12940690,48.0,0.002652519893899204
12,117,2021-10-01,2630,11,keymer,12940690,-9.0,0.004182509505703422
13,118,2021-09-01,2607,7,keymer,12940690,-23.0,0.002685078634445723
6,119,2022-04-01,2654,2,keymer,12940690,47.0,0.0007535795026375283
2,120,2022-08-01,2672,10,keymer,12940690,18.0,0.0037425149700598802
8,121,2022-02-01,2664,0,keymer,12940690,-8.0,0.0
9,122,2022-01-01,2664,0,keymer,12940690,0.0,0.0
3,123,2022-07-01,2686,9,keymer,12940690,22.0,0.0033507073715562173
4,124,2022-06-01,2675,10,keymer,12940690,-11.0,0.003738317757009346
7,125,2022-03-01,2655,6,keymer,12940690,-20.0,0.0022598870056497176
5,126,2022-05-01,2667,6,keymer,12940690,12.0,0.0022497187851518562
0,127,2022-10-01,2700,9,keymer,12940690,33.0,0.0033333333333333335
1,128,2022-09-01,2693,17,keymer,12940690,-7.0,0.0063126624582250275
106,1,2013-12-01,1982,0,niemann,2093596,0.0,0.0
107,2,2013-11-01,1982,12,niemann,2093596,0.0,0.006054490413723511
102,3,2014-04-01,1991,14,niemann,2093596,9.0,0.007031642390758413
98,4,2014-08-01,2000,9,niemann,2093596,9.0,0.0045
94,5,2014-12-01,1894,3,niemann,2093596,-106.0,0.0015839493136219642
104,6,2014-02-01,1987,6,niemann,2093596,93.0,0.003019627579265224
105,7,2014-01-01,1973,3,niemann,2093596,-14.0,0.0015205271160669033
99,8,2014-07-01,1985,3,niemann,2093596,12.0,0.0015113350125944584
100,9,2014-06-01,1995,11,niemann,2093596,10.0,0.005513784461152882
103,10,2014-03-01,1987,0,niemann,2093596,-8.0,0.0
101,11,2014-05-01,1991,0,niemann,2093596,4.0,0.0
95,12,2014-11-01,1867,0,niemann,2093596,-124.0,0.0
96,13,2014-10-01,1867,15,niemann,2093596,0.0,0.008034279592929834
97,14,2014-09-01,2000,0,niemann,2093596,133.0,0.0
90,15,2015-04-01,2170,11,niemann,2093596,170.0,0.005069124423963134
86,16,2015-08-01,2142,21,niemann,2093596,-28.0,0.00980392156862745
82,17,2015-12-01,2154,11,niemann,2093596,12.0,0.00510677808727948
92,18,2015-02-01,2280,15,niemann,2093596,126.0,0.006578947368421052
93,19,2015-01-01,2192,20,niemann,2093596,-88.0,0.009124087591240875
87,20,2015-07-01,2197,13,niemann,2093596,5.0,0.005917159763313609
88,21,2015-06-01,2176,11,niemann,2093596,-21.0,0.00505514705882353
91,22,2015-03-01,2238,3,niemann,2093596,62.0,0.0013404825737265416
89,23,2015-05-01,2166,9,niemann,2093596,-72.0,0.004155124653739612
83,24,2015-11-01,2046,0,niemann,2093596,-120.0,0.0
84,25,2015-10-01,2046,9,niemann,2093596,0.0,0.004398826979472141
85,26,2015-09-01,2114,28,niemann,2093596,68.0,0.013245033112582781
78,27,2016-04-01,2342,9,niemann,2093596,228.0,0.003842869342442357
74,28,2016-08-01,2298,18,niemann,2093596,-44.0,0.007832898172323759
70,29,2016-12-01,2277,9,niemann,2093596,-21.0,0.003952569169960474
80,30,2016-02-01,2320,9,niemann,2093596,43.0,0.003879310344827586
81,31,2016-01-01,2278,14,niemann,2093596,-42.0,0.006145741878841089
75,32,2016-07-01,2269,27,niemann,2093596,-9.0,0.011899515204936095
76,33,2016-06-01,2298,0,niemann,2093596,29.0,0.0
79,34,2016-03-01,2325,14,niemann,2093596,27.0,0.006021505376344086
77,35,2016-05-01,2298,4,niemann,2093596,-27.0,0.0017406440382941688
71,36,2016-11-01,2273,17,niemann,2093596,-25.0,0.007479102507699076
72,37,2016-10-01,2288,0,niemann,2093596,15.0,0.0
73,38,2016-09-01,2288,27,niemann,2093596,0.0,0.0118006993006993
66,39,2017-04-01,2281,0,niemann,2093596,-7.0,0.0
62,40,2017-08-01,2254,25,niemann,2093596,-27.0,0.011091393078970719
58,41,2017-12-01,2297,3,niemann,2093596,43.0,0.00130605137135394
68,42,2017-02-01,2281,0,niemann,2093596,-16.0,0.0
69,43,2017-01-01,2281,8,niemann,2093596,0.0,0.0035072336694432268
63,44,2017-07-01,2293,9,niemann,2093596,12.0,0.0039249890972525075
64,45,2017-06-01,2282,0,niemann,2093596,-11.0,0.0
67,46,2017-03-01,2281,0,niemann,2093596,-1.0,0.0
65,47,2017-05-01,2282,9,niemann,2093596,1.0,0.003943908851884312
59,48,2017-11-01,2273,0,niemann,2093596,-9.0,0.0
60,49,2017-10-01,2273,4,niemann,2093596,0.0,0.0017597888253409592
61,50,2017-09-01,2255,38,niemann,2093596,-18.0,0.016851441241685146
54,51,2018-04-01,2302,0,niemann,2093596,47.0,0.0
50,52,2018-08-01,2329,18,niemann,2093596,27.0,0.007728638900815801
46,53,2018-12-01,2449,9,niemann,2093596,120.0,0.0036749693752552064
56,54,2018-02-01,2314,8,niemann,2093596,-135.0,0.003457216940363008
57,55,2018-01-01,2348,9,niemann,2093596,34.0,0.0038330494037478705
51,56,2018-07-01,2313,0,niemann,2093596,-35.0,0.0
52,57,2018-06-01,2313,0,niemann,2093596,0.0,0.0
55,58,2018-03-01,2302,9,niemann,2093596,-11.0,0.003909643788010426
53,59,2018-05-01,2313,9,niemann,2093596,11.0,0.0038910505836575876
47,60,2018-11-01,2439,0,niemann,2093596,126.0,0.0
48,61,2018-10-01,2439,9,niemann,2093596,0.0,0.0036900369003690036
49,62,2018-09-01,2418,32,niemann,2093596,-21.0,0.013234077750206782
42,63,2019-04-01,2477,0,niemann,2093596,59.0,0.0
38,64,2019-08-01,2423,25,niemann,2093596,-54.0,0.010317787866281469
34,65,2019-12-01,2471,20,niemann,2093596,48.0,0.008093889113719142
44,66,2019-02-01,2466,0,niemann,2093596,-5.0,0.0
45,67,2019-01-01,2466,9,niemann,2093596,0.0,0.0036496350364963502
39,68,2019-07-01,2467,7,niemann,2093596,1.0,0.002837454398054317
40,69,2019-06-01,2460,0,niemann,2093596,-7.0,0.0
43,70,2019-03-01,2477,4,niemann,2093596,17.0,0.0016148566814695195
41,71,2019-05-01,2460,10,niemann,2093596,-17.0,0.0040650406504065045
35,72,2019-11-01,2436,11,niemann,2093596,-24.0,0.00451559934318555
36,73,2019-10-01,2439,0,niemann,2093596,3.0,0.0
37,74,2019-09-01,2439,9,niemann,2093596,0.0,0.0036900369003690036
30,75,2020-04-01,2465,14,niemann,2093596,26.0,0.005679513184584178
26,76,2020-08-01,2465,0,niemann,2093596,0.0,0.0
22,77,2020-12-01,2478,5,niemann,2093596,13.0,0.0020177562550443904
32,78,2020-02-01,2459,9,niemann,2093596,-19.0,0.0036600244001626678
33,79,2020-01-01,2465,4,niemann,2093596,6.0,0.0016227180527383367
27,80,2020-07-01,2465,0,niemann,2093596,0.0,0.0
28,81,2020-06-01,2465,0,niemann,2093596,0.0,0.0
31,82,2020-03-01,2459,0,niemann,2093596,-6.0,0.0
29,83,2020-05-01,2465,0,niemann,2093596,6.0,0.0
23,84,2020-11-01,2472,18,niemann,2093596,7.0,0.007281553398058253
24,85,2020-10-01,2465,0,niemann,2093596,-7.0,0.0
25,86,2020-09-01,2465,0,niemann,2093596,0.0,0.0
18,87,2021-04-01,2508,34,niemann,2093596,43.0,0.013556618819776715
14,88,2021-08-01,2606,27,niemann,2093596,98.0,0.010360706062931695
10,89,2021-12-01,2645,21,niemann,2093596,39.0,0.007939508506616257
20,90,2021-02-01,2525,28,niemann,2093596,-120.0,0.011089108910891089
21,91,2021-01-01,2484,7,niemann,2093596,-41.0,0.002818035426731079
15,92,2021-07-01,2571,18,niemann,2093596,87.0,0.007001166861143524
16,93,2021-06-01,2567,9,niemann,2093596,-4.0,0.003506038176860148
19,94,2021-03-01,2526,36,niemann,2093596,-41.0,0.014251781472684086
17,95,2021-05-01,2546,29,niemann,2093596,20.0,0.011390416339355853
11,96,2021-11-01,2635,9,niemann,2093596,89.0,0.003415559772296015
12,97,2021-10-01,2638,29,niemann,2093596,3.0,0.010993176648976498
13,98,2021-09-01,2609,12,niemann,2093596,-29.0,0.0045994633959371405
6,99,2022-04-01,2637,9,niemann,2093596,28.0,0.0034129692832764505
2,100,2022-08-01,2687,5,niemann,2093596,50.0,0.0018608113137327876
8,101,2022-02-01,2642,18,niemann,2093596,-45.0,0.006813020439061317
9,102,2022-01-01,2645,0,niemann,2093596,3.0,0.0
3,103,2022-07-01,2688,27,niemann,2093596,43.0,0.010044642857142858
4,104,2022-06-01,2678,9,niemann,2093596,-10.0,0.0033607169529499626
7,105,2022-03-01,2642,0,niemann,2093596,-36.0,0.0
5,106,2022-05-01,2656,18,niemann,2093596,14.0,0.00677710843373494
0,107,2022-10-01,2699,9,niemann,2093596,43.0,0.0033345683586513525
1,108,2022-09-01,2688,5,niemann,2093596,-11.0,0.0018601190476190475
178,1,2000-01-01,2565,57,bu,8601445,0.0,0.022222222222222223
177,2,2000-07-01,2570,43,bu,8601445,5.0,0.016731517509727626
176,3,2000-10-01,2570,0,bu,8601445,0.0,0.0
174,4,2001-04-01,2558,0,bu,8601445,-12.0,0.0
175,5,2001-01-01,2558,13,bu,8601445,0.0,0.0050820953870211105
173,6,2001-07-01,2553,29,bu,8601445,-5.0,0.01135918527222875
172,7,2001-10-01,2569,19,bu,8601445,16.0,0.007395873880887505
170,8,2002-04-01,2601,9,bu,8601445,32.0,0.0034602076124567475
171,9,2002-01-01,2593,8,bu,8601445,-8.0,0.0030852294639413806
169,10,2002-07-01,2602,9,bu,8601445,9.0,0.0034588777863182167
168,11,2002-10-01,2601,12,bu,8601445,-1.0,0.00461361014994233
166,12,2003-04-01,2588,18,bu,8601445,-13.0,0.006955177743431221
167,13,2003-01-01,2569,46,bu,8601445,-19.0,0.017905799922148698
165,14,2003-07-01,2588,0,bu,8601445,19.0,0.0
164,15,2003-10-01,2606,11,bu,8601445,18.0,0.00422102839600921
162,16,2004-04-01,2621,33,bu,8601445,15.0,0.01259061426936284
163,17,2004-01-01,2600,21,bu,8601445,-21.0,0.008076923076923077
161,18,2004-07-01,2620,9,bu,8601445,20.0,0.003435114503816794
160,19,2004-10-01,2615,17,bu,8601445,-5.0,0.00650095602294455
158,20,2005-04-01,2630,20,bu,8601445,15.0,0.0076045627376425855
159,21,2005-01-01,2607,13,bu,8601445,-23.0,0.004986574606827772
157,22,2005-07-01,2632,9,bu,8601445,25.0,0.003419452887537994
156,23,2005-10-01,2637,11,bu,8601445,5.0,0.004171406901782328
154,24,2006-04-01,2640,9,bu,8601445,3.0,0.003409090909090909
155,25,2006-01-01,2645,17,bu,8601445,5.0,0.006427221172022685
153,26,2006-07-01,2664,12,bu,8601445,19.0,0.0045045045045045045
152,27,2006-10-01,2671,22,bu,8601445,7.0,0.008236615499812805
150,28,2007-04-01,2656,22,bu,8601445,-15.0,0.008283132530120483
151,29,2007-01-01,2644,20,bu,8601445,-12.0,0.007564296520423601
149,30,2007-07-01,2685,27,bu,8601445,41.0,0.01005586592178771
148,31,2007-10-01,2692,38,bu,8601445,7.0,0.01411589895988113
146,32,2008-04-01,2708,16,bu,8601445,16.0,0.005908419497784343
147,33,2008-01-01,2691,51,bu,8601445,-17.0,0.0189520624303233
145,34,2008-07-01,2710,25,bu,8601445,19.0,0.00922509225092251
144,35,2008-10-01,2714,9,bu,8601445,4.0,0.003316138540899042
142,36,2009-04-01,2704,18,bu,8601445,-10.0,0.006656804733727811
143,37,2009-01-01,2702,9,bu,8601445,-2.0,0.0033308660251665434
141,38,2009-07-01,2702,11,bu,8601445,0.0,0.0040710584752035525
139,39,2009-11-01,2682,22,bu,8601445,-20.0,0.00820283370618941
140,40,2009-09-01,2702,0,bu,8601445,20.0,0.0
138,41,2010-01-01,2673,6,bu,8601445,-29.0,0.002244668911335578
135,42,2010-07-01,2676,26,bu,8601445,3.0,0.009715994020926755
137,43,2010-03-01,2682,18,bu,8601445,6.0,0.006711409395973154
136,44,2010-05-01,2681,3,bu,8601445,-1.0,0.0011189854531891085
133,45,2010-11-01,2680,16,bu,8601445,-1.0,0.005970149253731343
134,46,2010-09-01,2695,8,bu,8601445,15.0,0.002968460111317254
132,47,2011-01-01,2677,18,bu,8601445,-18.0,0.006723944714232349
129,48,2011-07-01,2675,24,bu,8601445,-2.0,0.00897196261682243
131,49,2011-03-01,2677,0,bu,8601445,2.0,0.0
130,50,2011-05-01,2662,20,bu,8601445,-15.0,0.007513148009015778
127,51,2011-11-01,2673,16,bu,8601445,11.0,0.005985783763561541
128,52,2011-09-01,2666,27,bu,8601445,-7.0,0.010127531882970742
122,53,2012-08-01,2670,15,bu,8601445,4.0,0.0056179775280898875
118,54,2012-12-01,2682,0,bu,8601445,12.0,0.0
126,55,2012-01-01,2670,6,bu,8601445,-12.0,0.0022471910112359553
123,56,2012-07-01,2658,4,bu,8601445,-12.0,0.0015048908954100827
125,57,2012-03-01,2668,18,bu,8601445,10.0,0.006746626686656672
124,58,2012-05-01,2656,11,bu,8601445,-12.0,0.004141566265060241
119,59,2012-11-01,2682,4,bu,8601445,26.0,0.0014914243102162564
120,60,2012-10-01,2678,12,bu,8601445,-4.0,0.004480955937266617
121,61,2012-09-01,2683,9,bu,8601445,5.0,0.003354453969437197
114,62,2013-04-01,2662,0,bu,8601445,-21.0,0.0
110,63,2013-08-01,2667,3,bu,8601445,5.0,0.0011248593925759281
106,64,2013-12-01,2685,3,bu,8601445,18.0,0.0011173184357541898
116,65,2013-02-01,2675,0,bu,8601445,-10.0,0.0
117,66,2013-01-01,2675,4,bu,8601445,0.0,0.0014953271028037382
111,67,2013-07-01,2664,24,bu,8601445,-11.0,0.009009009009009009
112,68,2013-06-01,2662,0,bu,8601445,-2.0,0.0
115,69,2013-03-01,2662,10,bu,8601445,0.0,0.003756574004507889
113,70,2013-05-01,2662,0,bu,8601445,0.0,0.0
107,71,2013-11-01,2683,5,bu,8601445,21.0,0.0018635855385762206
108,72,2013-10-01,2675,0,bu,8601445,-8.0,0.0
109,73,2013-09-01,2675,11,bu,8601445,0.0,0.00411214953271028
102,74,2014-04-01,2699,0,bu,8601445,24.0,0.0
98,75,2014-08-01,2707,9,bu,8601445,8.0,0.0033247137052087182
94,76,2014-12-01,2691,11,bu,8601445,-16.0,0.004087699739873653
104,77,2014-02-01,2699,0,bu,8601445,8.0,0.0
105,78,2014-01-01,2699,12,bu,8601445,0.0,0.00444609114486847
99,79,2014-07-01,2693,3,bu,8601445,-6.0,0.0011139992573338284
100,80,2014-06-01,2693,0,bu,8601445,0.0,0.0
103,81,2014-03-01,2699,0,bu,8601445,6.0,0.0
101,82,2014-05-01,2693,12,bu,8601445,-6.0,0.004455997029335313
95,83,2014-11-01,2707,9,bu,8601445,14.0,0.0033247137052087182
96,84,2014-10-01,2710,4,bu,8601445,3.0,0.0014760147601476014
97,85,2014-09-01,2722,19,bu,8601445,12.0,0.0069801616458486405
90,86,2015-04-01,2681,0,bu,8601445,-41.0,0.0
86,87,2015-08-01,2712,18,bu,8601445,31.0,0.00663716814159292
82,88,2015-12-01,2712,3,bu,8601445,0.0,0.0011061946902654867
92,89,2015-02-01,2681,9,bu,8601445,-31.0,0.0033569563595673255
93,90,2015-01-01,2684,16,bu,8601445,3.0,0.005961251862891207
87,91,2015-07-01,2695,3,bu,8601445,11.0,0.0011131725417439704
88,92,2015-06-01,2696,0,bu,8601445,1.0,0.0
91,93,2015-03-01,2681,0,bu,8601445,-15.0,0.0
89,94,2015-05-01,2696,12,bu,8601445,15.0,0.004451038575667656
83,95,2015-11-01,2710,0,bu,8601445,14.0,0.0
84,96,2015-10-01,2710,0,bu,8601445,0.0,0.0
85,97,2015-09-01,2710,4,bu,8601445,0.0,0.0014760147601476014
78,98,2016-04-01,2719,9,bu,8601445,9.0,0.0033100404560500183
74,99,2016-08-01,2715,13,bu,8601445,-4.0,0.004788213627992633
70,100,2016-12-01,2705,9,bu,8601445,-10.0,0.0033271719038817007
80,101,2016-02-01,2724,0,bu,8601445,19.0,0.0
81,102,2016-01-01,2724,10,bu,8601445,0.0,0.003671071953010279
75,103,2016-07-01,2723,3,bu,8601445,-1.0,0.0011017260374586854
76,104,2016-06-01,2729,8,bu,8601445,6.0,0.0029314767314034445
79,105,2016-03-01,2724,0,bu,8601445,-5.0,0.0
77,106,2016-05-01,2723,11,bu,8601445,-1.0,0.004039662137348513
71,107,2016-11-01,2698,0,bu,8601445,-25.0,0.0
72,108,2016-10-01,2698,4,bu,8601445,0.0,0.0014825796886582653
73,109,2016-09-01,2704,8,bu,8601445,6.0,0.0029585798816568047
66,110,2017-04-01,2713,13,bu,8601445,9.0,0.004791743457427202
62,111,2017-08-01,2710,4,bu,8601445,-3.0,0.0014760147601476014
58,112,2017-12-01,2730,3,bu,8601445,20.0,0.001098901098901099
68,113,2017-02-01,2711,0,bu,8601445,-19.0,0.0
69,114,2017-01-01,2711,10,bu,8601445,0.0,0.0036886757654002213
63,115,2017-07-01,2711,4,bu,8601445,0.0,0.0014754703061600886
64,116,2017-06-01,2712,12,bu,8601445,1.0,0.004424778761061947
67,117,2017-03-01,2711,0,bu,8601445,-1.0,0.0
65,118,2017-05-01,2697,4,bu,8601445,-14.0,0.0014831294030404152
59,119,2017-11-01,2730,0,bu,8601445,33.0,0.0
60,120,2017-10-01,2730,8,bu,8601445,0.0,0.0029304029304029304
61,121,2017-09-01,2714,4,bu,8601445,-16.0,0.0014738393515106854
54,122,2018-04-01,2725,0,bu,8601445,11.0,0.0
50,123,2018-08-01,2712,0,bu,8601445,-13.0,0.0
46,124,2018-12-01,2726,0,bu,8601445,14.0,0.0
56,125,2018-02-01,2725,0,bu,8601445,-1.0,0.0
57,126,2018-01-01,2725,4,bu,8601445,0.0,0.0014678899082568807
51,127,2018-07-01,2712,9,bu,8601445,-13.0,0.00331858407079646
52,128,2018-06-01,2718,3,bu,8601445,6.0,0.0011037527593818985
55,129,2018-03-01,2725,0,bu,8601445,7.0,0.0
53,130,2018-05-01,2718,4,bu,8601445,-7.0,0.0014716703458425313
47,131,2018-11-01,2726,13,bu,8601445,8.0,0.004768892149669846
48,132,2018-10-01,2712,0,bu,8601445,-14.0,0.0
49,133,2018-09-01,2712,11,bu,8601445,0.0,0.004056047197640118
42,134,2019-04-01,2729,7,bu,8601445,17.0,0.002565042139978014
38,135,2019-08-01,2721,8,bu,8601445,-8.0,0.002940095553105476
34,136,2019-12-01,2705,0,bu,8601445,-16.0,0.0
44,137,2019-02-01,2731,7,bu,8601445,26.0,0.002563163676309044
45,138,2019-01-01,2725,4,bu,8601445,-6.0,0.0014678899082568807
39,139,2019-07-01,2722,8,bu,8601445,-3.0,0.0029390154298310064
40,140,2019-06-01,2729,0,bu,8601445,7.0,0.0
43,141,2019-03-01,2731,0,bu,8601445,2.0,0.0
