id;member_id;loan_amnt;funded_amnt;funded_amnt_inv;term;int_rate;installment;grade;sub_grade;annual_inc;verification_status;issue_d;loan_status;pymnt_plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
826517;1035391;14525;14525;14525;36 months;10.99;475.47;B;B3;60000;Source Verified;jul/11;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27601385;30104522;24000;24000;24000;60 months;13.35;550.39;C;C2;100000;Source Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8185587;9927678;12000;12000;12000;36 months;15.1;416.58;C;C2;66000;Source Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28564285;31087485;7450;7450;7450;36 months;7.12;230.45;A;A3;75000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68613325;73516041;3000;3000;3000;36 months;11.48;98.9;B;B5;55000;Source Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58623041;62463784;9000;9000;9000;36 months;17.57;323.44;D;D4;55000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60941473;64983237;35000;35000;34900;36 months;13.33;1184.86;C;C3;101000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635691;1907902;5375;5375;5375;36 months;10.16;173.85;B;B1;28000;Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7729270;9430775;9000;9000;9000;36 months;18.55;327.87;D;D2;62212;Not Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46417835;49555606;9000;9000;9000;36 months;7.89;281.58;A;A5;45000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57285778;60988543;7000;7000;7000;36 months;12.69;234.82;C;C2;42000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55960993;59622807;27200;27200;27200;60 months;9.17;566.88;B;B2;210000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66510262;71235979;16000;16000;16000;36 months;13.67;544.29;C;C4;48000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60285691;64262418;5000;5000;5000;36 months;11.53;164.96;B;B5;28500;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61902329;66095044;5000;5000;5000;36 months;10.99;163.67;B;B4;50000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68565071;73454843;18700;18700;18700;60 months;18.49;479.86;D;D5;61259;Source Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62012715;66205435;17000;17000;17000;36 months;14.65;586.41;C;C5;56000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49974687;53243443;16800;16800;16800;60 months;16.55;413.47;D;D2;40000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27570947;30074052;20125;20125;20125;60 months;20.99;544.34;E;E4;56000;Source Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63417796;67760578;15000;15000;15000;36 months;9.99;483.94;B;B3;85000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61449107;65567851;5000;5000;5000;36 months;17.57;179.69;D;D4;37000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12906517;14938706;15000;15000;14950;36 months;6.03;456.54;A;A1;100000;Not Verified;May-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57074291;60787013;33000;33000;33000;60 months;23.99;949.16;F;F3;66000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21021086;23303729;12000;12000;12000;36 months;13.35;406.36;C;C2;110000;Not Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404854;451327;3600;3600;3600;36 months;7.68;112.29;A;A2;45000;Not Verified;May-2009;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15139172;17211620;17000;17000;17000;36 months;14.64;586.32;C;C3;68000;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46774978;49922787;10225;10225;10225;36 months;15.61;357.52;D;D1;44000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50486061;53865811;28000;28000;28000;60 months;22.99;789.18;F;F2;100000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4305577;5487829;3500;3500;3500;36 months;15.8;122.71;C;C3;25000;Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65783354;70416106;21000;21000;21000;60 months;9.99;446.09;B;B3;48000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48544529;51793256;2000;2000;2000;36 months;14.65;68.99;C;C5;32000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31667129;34260290;4000;4000;4000;36 months;10.99;130.94;B;B3;40000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36980133;39712849;16000;16000;16000;36 months;10.49;519.97;B;B3;124000;Source Verified;Dec-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19117791;21320352;8000;8000;8000;36 months;6.03;243.49;A;A1;110000;Not Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3845908;4859352;15000;15000;14950;60 months;17.77;379.03;D;D1;37000;Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
846821;1058249;6000;6000;6000;36 months;10.99;196.41;B;B3;47000;Not Verified;Aug-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40381968;43246723;18000;18000;18000;36 months;8.67;569.64;B;B1;89360;Not Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64018601;68449362;12000;12000;12000;60 months;12.05;267.24;C;C1;54000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57184860;60887604;18400;18400;18400;36 months;14.65;634.7;C;C5;55000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49963980;53332716;6000;6000;5975;36 months;16.99;213.89;D;D3;36000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44142706;47159646;18000;18000;17900;36 months;9.99;580.73;B;B3;67354;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6327771;4721560;9850;9850;9850;36 months;19.52;363.66;D;D4;50773;Verified;jul/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20811335;23083840;12000;12000;12000;60 months;16.29;293.67;D;D2;97902;Not Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67336862;72138620;9000;9000;9000;36 months;7.89;281.58;A;A5;104000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3628833;4581286;5500;5500;5500;36 months;12.12;183;B;B3;75000;Not Verified;mar/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31247310;33820549;12000;12000;12000;60 months;15.61;289.34;D;D1;33855;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4764984;6027164;30000;30000;30000;60 months;22.47;836.61;E;E5;130000;Verified;May-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1619549;1891560;2500;2500;2500;36 months;14.33;85.85;C;C1;45000;Not Verified;nov/12;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56492219;60173937;24000;24000;23950;60 months;14.65;566.56;C;C5;67000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67959628;72818376;12000;12000;12000;36 months;11.99;398.52;C;C1;65000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61672211;65841924;24000;24000;24000;36 months;12.29;800.48;C;C1;140000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1472227;1729410;8725;8725;8725;36 months;15.31;303.79;C;C2;25000;Source Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55268407;58849131;10550;10550;10550;36 months;16.99;376.09;D;D3;40000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13497237;15549529;30000;30000;30000;60 months;18.25;765.89;D;D3;130584;Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57538143;61290856;22000;22000;22000;36 months;6.89;678.2;A;A3;62000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43096178;46102929;12000;12000;12000;36 months;11.53;395.89;B;B5;55000;Not Verified;mar/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35723158;38418572;1500;1500;1500;36 months;14.31;51.5;C;C4;40000;Not Verified;nov/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226780;226351;11200;11200;1257.499;36 months;10.78;365.51;C;C1;80000;Not Verified;jan/08;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2307012;2739325;9500;9500;9500;36 months;16.29;335.36;C;C4;36000;Verified;Dec-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1210773;1451938;30000;30000;30000;36 months;14.65;1034.83;C;C2;75000;Verified;Apr-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50273799;53662528;12000;12000;12000;36 months;9.99;387.15;B;B3;40000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28903599;31426786;18000;18000;18000;36 months;13.98;615.03;C;C3;65000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50839792;54219525;5000;5000;5000;36 months;9.17;159.4;B;B2;78000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44916418;48004187;10000;10000;10000;36 months;8.18;314.2;B;B1;52000;Not Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9714937;11567067;14800;14800;14775;36 months;13.53;502.46;B;B5;137000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51876659;55306384;9600;9600;9600;36 months;15.61;335.67;D;D1;36139.22;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3919804;5013500;20000;20000;20000;36 months;14.09;684.43;B;B5;90000;Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12968154;15000338;5000;5000;5000;36 months;9.67;160.57;B;B1;50000;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54978278;58548996;5000;5000;5000;36 months;9.17;159.4;B;B2;63710;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6938022;8580030;23000;23000;23000;36 months;18.25;834.4;D;D2;108875;Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53854432;57395154;26225;26225;26225;36 months;19.99;974.49;E;E4;77210.28;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63350177;67692059;12000;12000;12000;36 months;5.32;361.38;A;A1;110400;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39692948;42516825;20000;20000;20000;60 months;19.24;521.46;E;E2;72000;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67216234;72016946;5000;5000;5000;36 months;10.64;162.85;B;B4;45000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22253060;24575840;10000;10000;10000;36 months;16.99;356.48;D;D3;36000;Source Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59099446;62987166;25000;25000;25000;60 months;8.18;509.07;B;B1;105000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46135199;49242956;24000;24000;24000;36 months;9.17;765.1;B;B2;67500;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11717805;13689988;30000;30000;30000;60 months;15.61;723.34;C;C4;210000;Source Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48596572;51845379;4800;4800;4800;36 months;14.65;165.58;C;C5;110000;Not Verified;May-2015;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8475061;10227183;10000;10000;10000;36 months;12.99;336.9;B;B4;75000;Not Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61462130;65580946;8000;8000;8000;36 months;13.33;270.83;C;C3;48000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21480483;23803394;35000;35000;34950;36 months;13.98;1195.88;C;C3;86400;Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014943;2357113;12000;12000;12000;36 months;16.29;423.61;C;C4;80800;Not Verified;Dec-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41430440;44337214;8200;8200;8200;36 months;15.61;286.72;D;D1;22176;Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43196143;46202899;32625;32625;32625;36 months;14.65;1125.38;C;C5;71000;Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243173;242122;8000;8000;4085.08;36 months;13.55;271.68;D;D4;52000;Not Verified;Feb-2008;Does not meet the credit policy. Status:Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61543762;65662626;29975;29975;29950;60 months;18.55;770.17;E;E2;104000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66562164;71287920;24850;24850;24850;36 months;13.67;845.34;C;C4;200000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67878273;72736987;7300;7300;7300;36 months;7.26;226.28;A;A4;60000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41100627;43976426;13000;13000;13000;36 months;6.68;399.51;A;A3;62000;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11915326;13907469;28000;28000;28000;36 months;7.62;872.52;A;A3;106000;Source Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28753020;31226156;20000;20000;20000;36 months;13.98;683.36;C;C3;90000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12617369;14629525;12000;12000;11925;60 months;15.61;289.34;C;C5;30000;Source Verified;mar/14;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59090559;62978320;35000;35000;35000;60 months;24.99;1027.1;F;F4;250000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55583726;59185449;6725;6725;6725;36 months;9.17;214.39;B;B2;40000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31256585;33829775;7000;7000;7000;36 months;7.12;216.53;A;A3;60000;Not Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544537;702437;8000;8000;8000;36 months;11.12;262.37;B;B3;70000;Verified;jul/10;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61430245;65549004;16000;16000;16000;60 months;12.29;358.27;C;C1;68000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1681767;1964394;23200;23200;23200;36 months;19.72;858.89;D;D5;90005;Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7670078;9351948;18000;18000;18000;36 months;9.25;574.5;A;A5;67374.4;Not Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38506546;41300372;8000;8000;8000;36 months;15.99;281.22;D;D2;77000;Source Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36500594;39232690;8000;8000;8000;36 months;6.49;245.16;A;A2;52000;Not Verified;Dec-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31367711;33940947;7200;7200;7200;36 months;7.69;224.6;A;A4;45000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46694948;49842759;4900;4900;4900;36 months;25.83;196.99;G;G2;22000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080069;2432566;20500;20500;20475;36 months;7.9;641.46;A;A4;46270;Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38457330;41251199;35000;35000;35000;60 months;19.24;912.55;E;E2;94000;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54524836;58105593;6600;6600;6600;36 months;8.18;207.37;B;B1;45000;Source Verified;jul/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27651989;30155148;15000;15000;15000;36 months;14.99;519.91;C;C5;39580;Not Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63358477;67700293;15000;15000;15000;60 months;14.65;354.1;C;C5;60000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62002922;66195648;5500;5500;5500;36 months;9.17;175.34;B;B2;45000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8995111;10787230;12000;12000;12000;60 months;24.08;345.78;F;F2;42000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45694307;48802029;3000;3000;3000;36 months;11.53;98.98;B;B5;20000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61470409;65589169;10400;10400;10400;36 months;13.99;355.4;C;C4;41600;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17933815;20086477;35000;35000;35000;36 months;13.98;1195.88;C;C3;450000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27370082;29863144;13250;13250;13250;60 months;25.8;395.15;G;G1;39000;Source Verified;Oct-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66612753;71338544;30000;30000;30000;36 months;11.99;996.29;C;C1;118000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536521;1801766;18000;18000;18000;60 months;18.49;461.9;D;D2;47900;Verified;Sep-2012;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54948920;58519661;16000;16000;15975;36 months;12.69;536.72;C;C2;47000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57548472;61301199;4000;4000;4000;36 months;13.33;135.42;C;C3;90000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
876991;1091658;3600;3600;3600;36 months;15.27;125.28;C;C4;60000;Verified;Sep-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40127147;42991861;9000;9000;9000;36 months;8.19;282.82;A;A5;71000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57365210;61067952;9150;9150;9150;36 months;12.69;306.94;C;C2;62500;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904740;2216898;6500;6500;6500;36 months;14.33;223.2;C;C1;39900;Not Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3195692;3928470;24000;24000;23975;36 months;7.9;750.97;A;A4;92000;Verified;Feb-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
743529;941807;12000;12000;12000;36 months;7.49;373.22;A;A4;76663;Not Verified;May-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67408356;72220121;20000;20000;20000;60 months;11.22;437.05;B;B5;100000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8766184;10538204;10000;10000;10000;36 months;18.55;364.29;D;D2;113000;Not Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23643466;26016374;16000;16000;16000;36 months;9.17;510.07;B;B1;140000;Source Verified;Aug-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51336378;54746095;12000;12000;12000;36 months;11.53;395.89;B;B5;45000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13397002;15449300;7200;7200;7200;36 months;7.9;225.29;A;A4;65000;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3700020;4672967;14000;14000;14000;36 months;10.16;452.8;B;B1;95000;Not Verified;mar/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49935259;53304029;10000;10000;10000;60 months;9.99;212.43;B;B3;115000;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38455198;41248992;20000;20000;20000;36 months;7.49;622.04;A;A4;72000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63506356;67849142;27000;27000;27000;36 months;7.89;844.72;A;A5;140000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11386690;13328855;20000;20000;19975;60 months;11.99;444.79;B;B3;51000;Source Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32479126;35092364;14400;14400;14400;60 months;13.98;334.92;C;C3;98000;Not Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6300017;7831319;24175;24175;24150;36 months;6.03;735.78;A;A1;67977.6;Source Verified;jul/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67427011;72238766;3600;3600;3600;36 months;7.26;111.59;A;A4;49000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63344398;67686120;4200;4200;4200;36 months;11.53;138.56;B;B5;47500;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51366616;54776344;10000;10000;10000;36 months;11.53;329.91;B;B5;57000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
727247;922742;35000;35000;35000;60 months;14.17;817.48;C;C5;170000;Source Verified;Apr-2011;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59291548;63179354;18025;18025;18025;60 months;14.65;425.51;C;C5;110000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21551336;23894186;15000;15000;15000;36 months;6.03;456.54;A;A1;300000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8776003;10548047;17400;17400;17400;36 months;9.67;558.76;B;B1;92000;Verified;nov/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16111335;18213831;10000;10000;10000;36 months;7.69;311.94;A;A4;150000;Source Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051513;1283201;18975;18975;18975;60 months;19.91;501.78;E;E4;45000;Verified;Dec-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61973285;66166020;8000;8000;8000;36 months;14.65;275.96;C;C5;37000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60764833;64806700;12000;12000;12000;36 months;7.26;371.96;A;A4;35000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59190150;63077893;18600;18600;18600;36 months;10.99;608.86;B;B4;80000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25406927;27849908;9100;9100;9100;36 months;17.57;327.03;D;D4;47000;Source Verified;Aug-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10138072;8179221;12000;12000;12000;36 months;17.57;431.25;D;D2;54000;Not Verified;jan/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61361677;65480470;24000;24000;24000;36 months;7.89;750.86;A;A5;250000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32279884;34893195;20000;20000;20000;36 months;13.98;683.36;C;C3;100000;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63337618;67679401;12000;12000;12000;60 months;15.61;289.34;D;D1;49980;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49933340;53302058;35000;35000;35000;36 months;7.89;1095;A;A5;80000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30565592;33118767;20000;20000;20000;60 months;12.99;454.96;C;C1;90000;Source Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3217416;3959937;20000;20000;20000;36 months;8.9;635.07;A;A5;51000;Verified;Feb-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61883095;66075841;29400;29400;29400;36 months;12.29;980.58;C;C1;70000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63436296;67779063;12000;12000;12000;36 months;12.69;402.54;C;C2;33550;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58290318;62109033;7200;7200;7200;36 months;9.17;229.53;B;B2;37000;Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29884855;32418038;30000;30000;30000;60 months;25.8;894.67;G;G1;102000;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
