X.1;X;InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
22916;23708;538209;22778;GLASS CLOCHE SMALL;2;12/10/2010 11:42;3.95;12748;United Kingdom
88481;92435;544189;46000M;POLYESTER FILLER PAD 45x45cm;20;2/16/11 16:40;1.55;15867;United Kingdom
7938;8257;537131;20878;SET/9 CHRISTMAS T-LIGHTS SCENTED;3;12/05/2010 12:26;1.25;15716;United Kingdom
4640;4820;536805;22491;PACK OF 12 COLOURED PENCILS;24;12/02/2010 16:38;0.85;14775;United Kingdom
53923;56144;541038;22961;JAM MAKING SET PRINTED;3;1/13/11 12:10;1.45;16395;United Kingdom
29882;31000;538886;21881;CUTE CATS TAPE;12;12/14/10 16:07;0.65;13846;United Kingdom
37774;39241;539631;22818;CARD CHRISTMAS VILLAGE;1;12/20/10 15:03;0.85;NA;United Kingdom
89226;93186;544278;22615;PACK OF 12 CIRCUS PARADE TISSUES;24;2/17/11 12:01;0.29;15382;United Kingdom
2504;2604;536592;21846;PINK DIAMANTE PEN IN GIFT BOX;4;12/01/2010 17:06;4.21;NA;United Kingdom
61329;63809;541592;21043;APRON MODERN VINTAGE COTTON;2;1/19/11 15:08;4.13;NA;United Kingdom
4596;4773;536801;22749;FELTCRAFT PRINCESS CHARLOTTE DOLL;4;12/02/2010 16:12;3.75;NA;United Kingdom
2018;2090;536557;22114;HOT WATER BOTTLE TEA AND SYMPATHY;1;12/01/2010 14:41;3.95;17841;United Kingdom
88354;92308;544186;22304;COFFEE MUG BLUE PAISLEY DESIGN;1;2/16/11 15:56;4.96;NA;United Kingdom
56944;59321;541282;23233;WRAP POPPIES  DESIGN;25;1/17/11 12:31;0.42;17690;United Kingdom
39342;40908;539745;DOT;DOTCOM POSTAGE;1;12/21/10 15:21;152.68;NA;United Kingdom
78247;81589;543165;22066;LOVE HEART TRINKET POT;2;02/03/2011 19:58;1.45;13230;United Kingdom
5849;6088;536876;84880;WHITE WIRE EGG HOLDER;1;12/03/2010 11:36;11.87;NA;United Kingdom
38729;40295;539735;22697;GREEN REGENCY TEACUP AND SAUCER;1;12/21/10 15:17;5.91;NA;United Kingdom
14374;14868;537623;22798;ANTIQUE GLASS DRESSING TABLE POT;4;12/07/2010 14:31;2.95;15858;United Kingdom
57589;59981;541421;20866;BLUE ROSE FABRIC MIRROR;8;1/17/11 17:44;0.83;NA;United Kingdom
56664;59037;541268;21755;LOVE BUILDING BLOCK WORD;2;1/17/11 10:52;5.95;12872;United Kingdom
19731;20406;538049;22480;RED TEA TOWEL CLASSIC DESIGN;2;12/09/2010 13:21;1.25;12748;United Kingdom
66721;69439;541971;72799E;IVORY PILLAR CANDLE SILVER FLOCK;2;1/24/11 13:48;3.29;NA;United Kingdom
20621;21325;538071;90210B;CLEAR ACRYLIC FACETED BANGLE;1;12/09/2010 14:09;2.96;NA;United Kingdom
88015;91952;544161;20728;LUNCH BAG CARS BLUE;10;2/16/11 12:59;1.65;16875;United Kingdom
58718;61110;541423;22438;BALLOON ART MAKE YOUR OWN FLOWERS;3;1/17/11 17:54;1.63;NA;United Kingdom
57680;60072;541421;21882;SKULLS TAPE;8;1/17/11 17:44;0.42;NA;United Kingdom
27798;28776;538659;22470;HEART OF WICKER LARGE;6;12/13/10 15:36;2.95;14625;United Kingdom
26950;27900;538566;85183A;CHARLIE & LOLA WASTEPAPER BIN BLUE;1;12/13/10 11:21;7.62;NA;United Kingdom
84122;87765;543731;84212;"ASSORTED FLOWER COLOUR ""LEIS""";24;02/11/2011 11:57;0.65;17677;United Kingdom
10985;11340;537240;85039B;S/4 IVORY MINI ROSE CANDLE IN BOWL;1;12/06/2010 10:08;1.66;NA;United Kingdom
61212;63692;541590;21537;RED RETROSPOT PUDDING BOWL;4;1/19/11 14:50;4.25;13310;United Kingdom
79617;83018;543279;84988;SET OF 72 PINK HEART PAPER DOILIES;4;02/06/2011 14:46;1.45;17105;United Kingdom
22385;23160;538183;22748;POPPY'S PLAYHOUSE KITCHEN;6;12/10/2010 10:21;2.10;16265;United Kingdom
37609;39076;539631;20713;JUMBO BAG OWLS;4;12/20/10 15:03;4.21;NA;United Kingdom
934;983;536520;21584;RETROSPOT SMALL TUBE MATCHES;12;12/01/2010 12:43;1.65;14729;United Kingdom
91986;96057;544476;22720;SET OF 3 CAKE TINS PANTRY DESIGN;2;2/21/11 9:58;4.95;14796;United Kingdom
57234;59617;541362;85178;VICTORIAN SEWING KIT;12;1/17/11 14:49;1.25;17730;United Kingdom
40781;42397;539988;22771;CLEAR DRAWER KNOB ACRYLIC EDWARDIAN;1;12/23/10 16:06;1.25;18116;United Kingdom
41132;42767;540021;21928;JUMBO BAG SCANDINAVIAN PAISLEY;1;01/04/2011 12:51;1.95;17841;United Kingdom
5587;5826;536876;22304;COFFEE MUG BLUE PAISLEY DESIGN;1;12/03/2010 11:36;5.06;NA;United Kingdom
76645;79925;543013;22133;PINK LOVE HEART SHAPE CUP;2;02/02/2011 13:35;1.63;NA;United Kingdom
8952;9283;537196;21137;BLACK RECORD COVER FRAME;24;12/05/2010 13:55;3.39;15426;United Kingdom
57490;59877;541414;22469;HEART OF WICKER SMALL;5;1/17/11 16:14;1.65;18212;United Kingdom
88420;92374;544186;84992;72 SWEETHEART FAIRY CAKE CASES;1;2/16/11 15:56;1.25;NA;United Kingdom
87043;90947;544074;22212;FOUR HOOK  WHITE LOVEBIRDS;2;2/15/11 14:49;2.10;14156;EIRE
54210;56439;541104;84849A;HELLO SAILOR BLUE SOAP HOLDER;1;1/13/11 14:29;3.29;NA;United Kingdom
22288;23063;538177;84879;ASSORTED COLOUR BIRD ORNAMENT;16;12/10/2010 09:51;3.19;NA;United Kingdom
53158;55362;540992;22078;RIBBON REEL LACE DESIGN;5;01/12/2011 16:57;2.10;17364;United Kingdom
17046;17593;537769;21889;WOODEN BOX OF DOMINOES;2;12/08/2010 12:17;1.25;15021;United Kingdom
5138;5377;536862;21071;VINTAGE BILLBOARD DRINK ME MUG;1;12/03/2010 11:13;2.51;NA;United Kingdom
43216;45007;540247;22098;BOUDOIR SQUARE TISSUE BOX;1;01/05/2011 15:56;1.25;15464;United Kingdom
11729;12123;537369;21089;SET/6 GREEN SPRING PAPER CUPS;2;12/06/2010 12:41;0.65;17860;United Kingdom
54576;56810;541115;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;1/13/11 15:34;1.65;12578;Italy
29362;30455;538866;21623;VINTAGE UNION JACK MEMOBOARD;1;12/14/10 14:40;9.95;17841;United Kingdom
4734;4955;536832;21733;RED HANGING HEART T-LIGHT HOLDER;6;12/02/2010 17:41;2.95;16634;United Kingdom
11404;11788;537312;21181;PLEASE ONE PERSON METAL SIGN;12;12/06/2010 11:42;2.10;14189;United Kingdom
33272;34637;539414;85035A;GARDENIA 3 WICK MORRIS BOXED CANDLE;1;12/17/10 13:45;4.25;16931;United Kingdom
35400;36772;539451;22207;FRYING PAN UNION FLAG;1;12/17/10 16:59;4.25;NA;United Kingdom
44612;46509;540353;21929;JUMBO BAG PINK VINTAGE PAISLEY;2;01/06/2011 14:53;1.95;13764;United Kingdom
54605;56840;541119;21121;SET/10 RED POLKADOT PARTY CANDLES;24;1/14/11 8:16;1.25;16493;United Kingdom
89593;93576;544301;22427;ENAMEL FLOWER JUG CREAM;1;2/17/11 12:59;5.95;14606;United Kingdom
38927;40493;539737;85099B;JUMBO BAG RED RETROSPOT;3;12/21/10 15:19;4.21;NA;United Kingdom
44083;45979;540348;22935;BAKING MOULD ROSE MILK CHOCOLATE;1;01/06/2011 13:56;3.25;12841;United Kingdom
51345;53498;540838;21355;TOAST ITS - I LOVE YOU;12;01/11/2011 15:13;1.25;13862;United Kingdom
37043;38479;539579;85049B;LUSH GREENS RIBBONS;4;12/20/10 12:51;1.25;16713;United Kingdom
58085;60477;541422;22030;SWALLOWS GREETING CARD;1;1/17/11 17:48;0.83;NA;United Kingdom
44277;46174;540352;84012;MAGIC SHEEP WOOL GROWING FROM PAPER;2;01/06/2011 14:27;1.66;NA;United Kingdom
28816;29878;538827;82001S;VINYL RECORD FRAME SILVER;24;12/14/10 12:59;3.39;14298;United Kingdom
38936;40502;539738;21035;SET/2 RED RETROSPOT TEA TOWELS;1;12/21/10 15:19;5.91;NA;United Kingdom
70069;72941;542274;22173;METAL 4 HOOK HANGER FRENCH CHATEAU;8;1/27/11 10:02;2.95;16782;United Kingdom
5703;5942;536876;22734;SET OF 6 RIBBONS VINTAGE CHRISTMAS;1;12/03/2010 11:36;5.06;NA;United Kingdom
71364;74316;542420;20675;BLUE POLKADOT BOWL;1;1/27/11 18:05;1.25;17180;United Kingdom
51604;53766;540848;22476;EMPIRE UNION JACK TV DINNER TRAY;1;01/12/2011 09:26;11.02;NA;United Kingdom
91722;95793;544464;21424;WOODLAND STORAGE BOX LARGE;2;2/20/11 14:38;2.95;17323;United Kingdom
53563;55767;540995;47563A;RETRO LONGBOARD IRONING BOARD COVER;2;1/13/11 9:30;3.29;NA;United Kingdom
78151;81493;543161;22624;IVORY KITCHEN SCALES;2;02/03/2011 17:01;8.50;14497;United Kingdom
89893;93878;544316;21519;GIN & TONIC DIET GREETING CARD;12;2/17/11 14:49;0.42;16556;United Kingdom
20760;21477;538086;21136;PAINTED METAL PEARS ASSORTED;16;12/09/2010 14:44;1.69;12872;United Kingdom
42690;44423;540172;22587;FELTCRAFT HAIRBAND RED AND BLUE;1;01/05/2011 12:29;0.85;18109;United Kingdom
19599;20270;538035;22741;FUNKY DIVA PEN;48;12/09/2010 13:03;0.85;16065;United Kingdom
78668;82024;543182;21381;MINI WOODEN HAPPY BIRTHDAY GARLAND;4;02/04/2011 10:40;3.29;NA;United Kingdom
1620;1678;536544;22847;BREAD BIN DINER STYLE IVORY;1;12/01/2010 14:32;34.00;NA;United Kingdom
22695;23482;538201;22476;EMPIRE UNION JACK TV DINNER TRAY;2;12/10/2010 11:12;4.95;15723;United Kingdom
35340;36712;539451;22622;BOX OF VINTAGE ALPHABET BLOCKS;2;12/17/10 16:59;21.23;NA;United Kingdom
34881;36251;539445;37448;CERAMIC CAKE DESIGN SPOTTED MUG;12;12/17/10 15:57;1.49;17865;United Kingdom
3905;4036;536743;85124B;BLUE JUICY FRUIT PHOTO FRAME;1;12/02/2010 13:32;2.55;17964;United Kingdom
66242;68946;541884;21195;PINK  HONEYCOMB PAPER BALL;12;1/24/11 11:12;2.10;14782;United Kingdom
24822;25735;538382;22570;FELTCRAFT CUSHION RABBIT;3;12/12/2010 11:37;3.75;17218;United Kingdom
36796;38187;539492;22972;CHILDREN'S SPACEBOY MUG;1;12/20/10 10:14;3.36;NA;United Kingdom
77536;80840;543097;15036;ASSORTED COLOURS SILK FAN;12;02/03/2011 11:41;1.25;NA;United Kingdom
17608;18175;537802;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;4;12/08/2010 13:11;4.25;13455;United Kingdom
20401;21105;538071;22740;POLKADOT PEN;10;12/09/2010 14:09;1.66;NA;United Kingdom
60293;62728;541516;22386;JUMBO BAG PINK POLKADOT;2;1/18/11 17:34;4.13;NA;United Kingdom
16987;17530;537765;20996;JAZZ HEARTS ADDRESS BOOK;7;12/08/2010 12:08;0.42;14606;United Kingdom
61669;64149;541593;84949;SILVER HANGING T-LIGHT HOLDER;6;1/19/11 15:20;1.65;17611;United Kingdom
7019;7323;537034;22029;SPACEBOY BIRTHDAY CARD;24;12/03/2010 17:20;0.42;13081;United Kingdom
507;544;536412;22326;ROUND SNACK BOXES SET OF4 WOODLAND;1;12/01/2010 11:49;2.95;17920;United Kingdom
6211;6460;536945;22551;PLASTERS IN TIN SPACEBOY;1;12/03/2010 12:24;1.65;14083;United Kingdom
69969;72832;542268;21703;BAG 125g SWIRLY MARBLES;12;1/27/11 8:30;0.42;15358;United Kingdom
70319;73192;542344;21068;VINTAGE BILLBOARD LOVE/HATE MUG;1;1/27/11 11:30;2.46;NA;United Kingdom
30550;31717;539009;21464;DISCO BALL ROTATOR BATTERY OPERATED;1;12/15/10 13:24;4.25;13221;United Kingdom
82780;86310;543544;22706;WRAP COWBOYS;4;02/09/2011 15:39;0.42;NA;United Kingdom
95570;99908;544791;21563;RED HEART SHAPE LOVE BUCKET;6;2/23/11 12:33;2.95;14289;United Kingdom
48653;50689;540551;85125;SMALL ROUND CUT GLASS CANDLESTICK;4;01/10/2011 09:43;3.36;NA;United Kingdom
34659;36026;539437;35810A;ENAMEL PINK COFFEE CONTAINER;1;12/17/10 14:54;4.21;NA;United Kingdom
29182;30264;538853;20854;BLUE PATCH PURSE PINK HEART;2;12/14/10 13:35;1.65;16805;United Kingdom
94344;98666;544684;22720;SET OF 3 CAKE TINS PANTRY DESIGN;2;2/22/11 16:32;10.79;NA;United Kingdom
68254;71046;542107;21524;DOORMAT SPOTTY HOME SWEET HOME;1;1/25/11 13:38;7.95;16222;United Kingdom
47134;49148;540504;21181;PLEASE ONE PERSON METAL SIGN;4;01/09/2011 11:02;2.10;13668;United Kingdom
81750;85236;543467;21361;LOVE LARGE WOOD LETTERS;1;02/08/2011 14:35;24.96;NA;United Kingdom
23880;24723;538349;22891;TEA FOR ONE POLKADOT;1;12/10/2010 14:59;8.47;NA;United Kingdom
68177;70969;542107;21166;COOK WITH WINE METAL SIGN;1;1/25/11 13:38;1.95;16222;United Kingdom
84571;88297;543800;20977;36 PENCILS TUBE WOODLAND;1;2/13/11 11:36;1.25;17282;United Kingdom
91526;95597;544461;22681;FRENCH BLUE METAL DOOR SIGN 6;20;2/20/11 14:08;1.25;13744;United Kingdom
45663;47650;540418;84596E;SMALL LICORICE DES PINK BOWL;4;01/07/2011 11:04;0.85;NA;United Kingdom
13258;13689;537434;22759;SET OF 3 NOTEBOOKS IN PARCEL;4;12/06/2010 16:57;3.36;NA;United Kingdom
93427;97684;544654;72741;GRAND CHOCOLATECANDLE;27;2/22/11 12:56;1.45;16913;United Kingdom
5850;6089;536876;84923;PINK BUTTERFLY HANDBAG W BOBBLES;1;12/03/2010 11:36;4.21;NA;United Kingdom
29358;30451;538866;22726;ALARM CLOCK BAKELIKE GREEN;1;12/14/10 14:40;3.75;17841;United Kingdom
74713;77911;542791;21755;LOVE BUILDING BLOCK WORD;2;02/01/2011 10:47;5.95;15039;United Kingdom
92623;96841;544586;84029G;KNITTED UNION FLAG HOT WATER BOTTLE;3;2/21/11 15:04;3.75;17338;United Kingdom
79168;82540;543237;22328;ROUND SNACK BOXES SET OF 4 FRUITS;2;02/04/2011 13:39;4.13;NA;United Kingdom
32447;33746;539293;48194;DOORMAT HEARTS;2;12/16/10 16:42;7.95;18223;United Kingdom
17078;17625;537772;22900;SET 2 TEA TOWELS I LOVE LONDON;2;12/08/2010 12:35;2.95;18043;United Kingdom
9165;9498;537204;22295;HEART FILIGREE DOVE LARGE;5;12/05/2010 14:45;1.65;15555;United Kingdom
73971;77098;542709;22560;TRADITIONAL MODELLING CLAY;24;1/31/11 13:17;1.25;15144;United Kingdom
87578;91509;544105;22073;RED RETROSPOT STORAGE JAR;4;2/16/11 10:38;3.75;17567;United Kingdom
61671;64151;541593;21340;CLASSIC METAL BIRDCAGE PLANT HOLDER;1;1/19/11 15:20;12.75;17611;United Kingdom
9097;9428;537201;22578;WOODEN STAR CHRISTMAS SCANDINAVIAN;12;12/05/2010 14:19;0.85;12472;Germany
567;604;536412;22902;TOTE BAG I LOVE LONDON;7;12/01/2010 11:49;2.10;17920;United Kingdom
52914;55111;540977;22259;FELT FARM ANIMAL HEN;10;01/12/2011 15:01;0.85;NA;United Kingdom
75762;79004;542906;22722;SET OF 6 SPICE TINS PANTRY DESIGN;1;02/01/2011 15:12;8.29;NA;United Kingdom
49276;51333;540646;10125;MINI FUNKY DESIGN TAPES;1;01/10/2011 14:32;0.81;NA;United Kingdom
78014;81352;543122;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;02/03/2011 14:01;0.55;13819;United Kingdom
52487;54684;540971;21243;PINK  POLKADOT PLATE;8;01/12/2011 14:10;1.69;12383;Belgium
2579;2679;536592;22245;HOOK, 1 HANGER ,MAGIC GARDEN;2;12/01/2010 17:06;1.66;NA;United Kingdom
44620;46517;540354;20828;GLITTER BUTTERFLY CLIPS;6;01/06/2011 14:58;2.55;13576;United Kingdom
36095;37480;539468;84030E;ENGLISH ROSE HOT WATER BOTTLE;6;12/19/10 13:31;4.25;15044;United Kingdom
41848;43494;540093;15056BL;EDWARDIAN PARASOL BLACK;1;01/04/2011 15:24;5.95;16725;United Kingdom
16439;16964;537666;22150;3 STRIPEY MICE FELTCRAFT;2;12/07/2010 18:36;4.21;NA;United Kingdom
63427;65971;541709;71459;HANGING JAM JAR T-LIGHT HOLDER;12;1/21/11 11:09;0.85;17504;United Kingdom
23957;24800;538349;84006;MAGIC TREE -PAPER FLOWERS;4;12/10/2010 14:59;1.66;NA;United Kingdom
32718;34044;539317;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;1;12/16/10 19:04;2.95;17392;United Kingdom
5282;5521;536864;21935;SUKI  SHOULDER BAG;1;12/03/2010 11:27;4.21;NA;United Kingdom
60678;63118;541521;22649;STRAWBERRY FAIRY CAKE TEAPOT;8;1/19/11 9:45;4.95;15298;United Kingdom
74542;77705;542779;22858;EASTER TIN KEEPSAKE;12;02/01/2011 09:36;1.65;17147;United Kingdom
63521;66122;541712;84760S;SMALL HANGING GLASS+ZINC LANTERN;6;1/21/11 11:19;1.45;17890;United Kingdom
12284;12684;537392;21485;RETROSPOT HEART HOT WATER BOTTLE;1;12/06/2010 13:58;4.95;17068;United Kingdom
46977;48987;540489;21755;LOVE BUILDING BLOCK WORD;3;01/07/2011 16:32;5.95;13593;United Kingdom
86920;90818;544070;47559B;TEA TIME OVEN GLOVE;10;2/15/11 14:19;1.25;15370;United Kingdom
95308;99640;544776;20717;STRAWBERRY SHOPPER BAG;6;2/23/11 11:39;2.46;NA;United Kingdom
4358;4535;536790;82483;WOOD 2 DRAWER CABINET WHITE FINISH;4;12/02/2010 15:26;4.95;17850;United Kingdom
83425;87015;543629;82599;FANNY'S REST STOPMETAL SIGN;1;02/10/2011 15:55;4.13;NA;United Kingdom
71804;74830;542530;22072;RED RETROSPOT TEA CUP AND SAUCER;8;1/28/11 13:08;3.75;15365;United Kingdom
62044;64538;541648;21644;ASSORTED TUTTI FRUTTI HEART BOX;12;1/20/11 11:15;1.25;17811;United Kingdom
62181;64682;541659;22173;METAL 4 HOOK HANGER FRENCH CHATEAU;8;1/20/11 12:16;2.95;15262;United Kingdom
90531;94547;544393;22367;CHILDRENS APRON SPACEBOY DESIGN;4;2/18/11 11:56;1.95;16393;United Kingdom
24256;25155;538354;21035;SET/2 RED RETROSPOT TEA TOWELS;6;12/10/2010 15:45;2.95;16873;United Kingdom
15147;15645;537638;90202C;GREEN ENAMEL FLOWER HAIR TIE;1;12/07/2010 15:28;2.96;NA;United Kingdom
29854;30969;538884;84946;ANTIQUE SILVER TEA GLASS ETCHED;4;12/14/10 15:56;2.51;NA;United Kingdom
20516;21220;538071;84030E;ENGLISH ROSE HOT WATER BOTTLE;2;12/09/2010 14:09;8.47;NA;United Kingdom
63570;66181;541783;84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;12;1/21/11 11:55;1.25;16618;United Kingdom
18076;18665;537823;21731;RED TOADSTOOL LED NIGHT LIGHT;7;12/08/2010 14:25;3.36;NA;United Kingdom
77311;80602;543040;21385;IVORY HANGING DECORATION  HEART;1;02/02/2011 17:06;0.85;17337;United Kingdom
84360;88019;543747;79323B;BLACK CHERRY LIGHTS;8;02/11/2011 13:53;6.75;13672;United Kingdom
24844;25764;538397;22861;EASTER TIN CHICKS IN GARDEN;30;12/12/2010 11:44;1.65;12753;Japan
60585;63021;541518;85049H;URBAN BLACK RIBBONS;36;1/19/11 9:05;1.25;12451;Switzerland
59486;61903;541489;20669;RED HEART LUGGAGE TAG;4;1/18/11 13:38;1.25;15023;United Kingdom
1261;1315;536533;21843;RED RETROSPOT CAKE STAND;1;12/01/2010 13:31;10.95;16955;United Kingdom
34375;35742;539437;21640;ASSORTED TUTTI FRUTTI  FOB NOTEBOOK;1;12/17/10 14:54;1.66;NA;United Kingdom
27263;28221;538630;21155;RED RETROSPOT PEG BAG;6;12/13/10 13:25;2.10;14565;United Kingdom
73462;76562;542629;22745;POPPY'S PLAYHOUSE BEDROOM;12;1/31/11 9:57;2.10;12731;France
62595;65127;541695;20966;SANDWICH BATH SPONGE;1;1/20/11 18:01;2.46;NA;United Kingdom
67877;70645;542090;22726;ALARM CLOCK BAKELIKE GREEN;10;1/25/11 12:39;3.75;15518;United Kingdom
23110;23904;538260;21479;WHITE SKULL HOT WATER BOTTLE;4;12/10/2010 12:42;3.75;18178;United Kingdom
80660;84093;543369;22772;PINK DRAWER KNOB ACRYLIC EDWARDIAN;12;02/07/2011 14:49;1.25;16255;United Kingdom
1028;1077;536523;22969;HOMEMADE JAM SCENTED CANDLES;12;12/01/2010 12:50;1.45;12868;United Kingdom
90517;94533;544393;20977;36 PENCILS TUBE WOODLAND;1;2/18/11 11:56;1.25;16393;United Kingdom
66851;69569;541972;22090;PAPER BUNTING RETROSPOT;6;1/24/11 13:58;2.95;12935;United Kingdom
83445;87035;543629;21181;PLEASE ONE PERSON METAL SIGN;1;02/10/2011 15:55;4.13;NA;United Kingdom
73755;76873;542664;20831;GOLD PHOTO FRAME;3;1/31/11 12:14;4.13;NA;United Kingdom
47277;49295;540511;84879;ASSORTED COLOUR BIRD ORNAMENT;8;01/09/2011 11:34;1.69;14472;United Kingdom
86879;90777;544068;20677;PINK POLKADOT BOWL;1;2/15/11 14:08;1.25;16431;United Kingdom
29124;30206;538852;22214;CANDLE PLATE LACE WHITE;2;12/14/10 13:33;2.55;17372;United Kingdom
16196;16721;537666;84970S;HANGING HEART ZINC T-LIGHT HOLDER;2;12/07/2010 18:36;2.13;NA;United Kingdom
1964;2036;536556;20749;ASSORTED COLOUR MINI CASES;2;12/01/2010 14:38;7.95;17643;United Kingdom
4280;4418;536782;21527;RED RETROSPOT TRADITIONAL TEAPOT;2;12/02/2010 15:18;7.95;17567;United Kingdom
89413;93388;544293;21967;PACK OF 12 SKULL TISSUES;5;2/17/11 12:42;0.29;17954;United Kingdom
18331;18920;537823;22697;GREEN REGENCY TEACUP AND SAUCER;2;12/08/2010 14:25;5.91;NA;United Kingdom
16095;16620;537666;22873;NUMBER TILE COTTAGE GARDEN 5;1;12/07/2010 18:36;4.21;NA;United Kingdom
46349;48349;540468;85199S;SMALL HANGING IVORY/RED WOOD BIRD;6;01/07/2011 13:55;0.85;NA;United Kingdom
36807;38198;539492;47591B;SCOTTIES CHILDRENS APRON;2;12/20/10 10:14;1.66;NA;United Kingdom
65608;68267;541857;21208;PASTEL COLOUR HONEYCOMB FAN;12;1/23/11 15:17;1.65;12727;France
50599;52731;540816;22726;ALARM CLOCK BAKELIKE GREEN;6;01/11/2011 12:55;3.75;15518;United Kingdom
87597;91528;544106;22264;FELT FARM ANIMAL WHITE BUNNY;48;2/16/11 10:47;0.85;14530;United Kingdom
78063;81405;543125;22088;PAPER BUNTING COLOURED LACE;1;02/03/2011 14:41;2.95;17214;United Kingdom
5844;6083;536876;84685;BEACH HUT KEY CABINET;1;12/03/2010 11:36;7.62;NA;United Kingdom
25029;25962;538437;85123A;WHITE HANGING HEART T-LIGHT HOLDER;3;12/12/2010 12:18;2.95;16010;United Kingdom
66159;68857;541878;22470;HEART OF WICKER LARGE;3;1/24/11 10:28;5.79;NA;United Kingdom
51031;53166;540821;22037;ROBOT BIRTHDAY CARD;1;01/11/2011 13:16;0.85;NA;United Kingdom
36390;37776;539478;22834;HAND WARMER BABUSHKA DESIGN;2;12/19/10 15:07;2.10;17343;United Kingdom
95636;99976;544795;21592;RETROSPOT CIGAR BOX MATCHES;24;2/23/11 13:21;1.25;15858;United Kingdom
50038;52114;540687;17038;PORCELAIN BUDAH INCENSE HOLDER;8;01/10/2011 17:18;0.10;15867;United Kingdom
18178;18767;537823;22144;CHRISTMAS CRAFT LITTLE FRIENDS;2;12/08/2010 14:25;4.21;NA;United Kingdom
94858;99187;544717;22556;PLASTERS IN TIN CIRCUS PARADE;12;2/23/11 10:44;1.65;18172;United Kingdom
23974;24817;538349;84520B;PACK 20 ENGLISH ROSE PAPER NAPKINS;2;12/10/2010 14:59;1.66;NA;United Kingdom
95377;99713;544778;22722;SET OF 6 SPICE TINS PANTRY DESIGN;2;2/23/11 12:03;3.95;14978;United Kingdom
78586;81942;543182;22417;PACK OF 60 SPACEBOY CAKE CASES;1;02/04/2011 10:40;1.25;NA;United Kingdom
34559;35926;539437;22588;CARD HOLDER GINGHAM HEART;3;12/17/10 14:54;5.06;NA;United Kingdom
959;1008;536520;21930;JUMBO STORAGE BAG SKULLS;1;12/01/2010 12:43;1.95;14729;United Kingdom
28950;30028;538841;20726;LUNCH BAG WOODLAND;2;12/14/10 13:11;1.65;16899;United Kingdom
37217;38661;539593;22961;JAM MAKING SET PRINTED;24;12/20/10 13:31;1.45;13319;United Kingdom
27976;28958;538669;21034;REX CASH+CARRY JUMBO SHOPPER;1;12/13/10 16:18;0.95;12748;United Kingdom
48644;50680;540551;85088;CANDY SPOT HAND BAG;2;01/10/2011 09:43;1.66;NA;United Kingdom
23413;24256;538346;84029E;RED WOOLLY HOTTIE WHITE HEART.;4;12/10/2010 14:53;3.75;17865;United Kingdom
48078;50113;540546;22561;WOODEN SCHOOL COLOURING SET;12;01/09/2011 15:56;1.65;12766;Portugal
72840;75933;542617;21500;PINK POLKADOT WRAP;25;1/30/11 15:48;0.42;17463;United Kingdom
51350;53503;540838;22693;GROW A FLYTRAP OR SUNFLOWER IN TIN;24;01/11/2011 15:13;1.25;13862;United Kingdom
68495;71288;542115;79321;CHILLI LIGHTS;1;1/25/11 14:01;10.79;NA;United Kingdom
16989;17532;537765;22424;ENAMEL BREAD BIN CREAM;1;12/08/2010 12:08;12.75;14606;United Kingdom
65606;68265;541856;15036;ASSORTED COLOURS SILK FAN;12;1/23/11 15:16;0.75;17673;United Kingdom
74998;78211;542849;22457;NATURAL SLATE HEART CHALKBOARD;12;02/01/2011 11:35;2.95;NA;United Kingdom
68266;71058;542109;21243;PINK  POLKADOT PLATE;2;1/25/11 13:44;3.29;NA;United Kingdom
78548;81903;543182;21931;JUMBO STORAGE BAG SUKI;4;02/04/2011 10:40;4.13;NA;United Kingdom
51435;53597;540848;22385;JUMBO BAG SPACEBOY DESIGN;2;01/12/2011 09:26;4.21;NA;United Kingdom
52012;54179;540859;21658;GLASS  BEURRE DISH;1;01/12/2011 10:58;3.95;17965;United Kingdom
63212;65744;541696;47594A;CAROUSEL DESIGN WASHBAG;1;1/20/11 18:08;1.63;NA;United Kingdom
87101;91019;544077;85186C;BUNNY EGG GARLAND;4;2/15/11 15:04;0.42;14825;United Kingdom
84874;88603;543809;84029G;KNITTED UNION FLAG HOT WATER BOTTLE;4;2/13/11 13:52;3.75;17095;United Kingdom
78108;81450;543131;22261;FELT EGG COSY WHITE RABBIT;12;02/03/2011 15:23;0.85;13539;United Kingdom
79602;83000;543277;21876;POTTERING MUG;6;02/06/2011 14:33;1.25;15808;United Kingdom
33342;34709;539421;22423;REGENCY CAKESTAND 3 TIER;4;12/17/10 14:21;12.75;14016;EIRE
56145;58512;541249;22900;SET 2 TEA TOWELS I LOVE LONDON;1;1/16/11 13:18;2.95;13700;United Kingdom
141;146;536382;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;10;12/01/2010 09:45;1.95;16098;United Kingdom
60562;62997;541517;POST;POSTAGE;1;1/19/11 8:34;18.00;12665;Germany
43669;45475;540261;22261;FELT EGG COSY WHITE RABBIT;12;01/06/2011 09:57;0.85;13089;United Kingdom
